Triangle,Class,Latitude,Longitude,GT_w1,GT_w2,GT_w3,CKKS_w1,CKKS_w2,CKKS_w3,Δw1,Δw2,Δw3,GT_Class,CKKS_Class
T2 (Scaled ×1.5),ON_BOUNDARY,19.16441982730865,72.94377064251442,0.3205309834,0.0000364197,0.6794325968,0.3205310264,0.0000364197,0.6794326879,0.0000000430,0.0000000000,0.0000000911,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.167660085141556,72.96310094770068,0.0001771572,0.4277285493,0.5720942935,0.0001771573,0.4277286066,0.5720943702,0.0000000001,0.0000000573,0.0000000767,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.178720605571005,72.97659301148215,-0.0000363045,0.8131880844,0.1868482201,-0.0000363045,0.8131881935,0.1868482452,0.0000000000,0.0000001091,0.0000000251,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.16874038535014,72.94168018159878,0.4737614660,-0.0000625013,0.5263010353,0.4737615295,-0.0000625013,0.5263011059,0.0000000635,0.0000000000,0.0000000706,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.179477281955393,72.97750447773038,0.0001898206,0.8393217056,0.1604884738,0.0001898206,0.8393218181,0.1604884953,0.0000000000,0.0000001125,0.0000000215,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.178594143624274,72.97643021619886,0.0001438422,0.8086062389,0.1912499190,0.0001438422,0.8086063473,0.1912499446,0.0000000000,0.0000001084,0.0000000256,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.170238208485724,72.96624222061455,0.0002028977,0.5175020455,0.4822950568,0.0002028978,0.5175021149,0.4822951215,0.0000000001,0.0000000694,0.0000000647,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.156626418034552,72.94753739075514,0.0442180143,0.0001325935,0.9556493921,0.0442180203,0.0001325935,0.9556495203,0.0000000060,0.0000000000,0.0000001282,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.183618736786816,72.936702415749,0.9551694508,0.0450585417,-0.0002279925,0.9551695789,0.0450585478,-0.0002279925,0.0000001281,0.0000000061,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.156870860834022,72.94996723492967,-0.0001855864,0.0522848190,0.9479007674,-0.0001855864,0.0522848261,0.9479008945,0.0000000000,0.0000000071,0.0000001271,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.181396605368246,72.93556621728148,0.9224193286,-0.0001552068,0.0777358782,0.9224194523,-0.0001552069,0.0777358887,0.0000001237,0.0000000001,0.0000000105,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.183686119179274,72.94312861104369,0.8230335296,0.1772632581,-0.0002967878,0.8230336400,0.1772632819,-0.0002967878,0.0000001104,0.0000000238,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.15954151795249,72.94611596863892,0.1478319777,-0.0001588749,0.8523268972,0.1478319975,-0.0001588749,0.8523270115,0.0000000198,0.0000000000,0.0000001143,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.16211474273899,72.95636174297721,-0.0002412147,0.2349895023,0.7652517124,-0.0002412147,0.2349895338,0.7652518150,0.0000000000,0.0000000315,0.0000001026,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.183659179176864,72.94063871278873,0.8742098868,0.1260309029,-0.0002407896,0.8742100040,0.1260309198,-0.0002407897,0.0000001172,0.0000000169,0.0000000001,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.158186588978374,72.95155263545938,0.0001967785,0.0977372648,0.9020659567,0.0001967785,0.0977372779,0.9020660777,0.0000000000,0.0000000131,0.0000001210,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.16947441254566,72.94133084242627,0.4996729890,0.0000396782,0.5002873328,0.4996730561,0.0000396782,0.5002873999,0.0000000671,0.0000000000,0.0000000671,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.177307732538885,72.97487533082527,-0.0001298034,0.7640680927,0.2360617107,-0.0001298034,0.7640681952,0.2360617423,0.0000000000,0.0000001025,0.0000000316,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.181738216369066,72.98025888544221,0.0002205475,0.9180422717,0.0817371808,0.0002205475,0.9180423948,0.0817371917,0.0000000000,0.0000001231,0.0000000109,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.166450011212458,72.96162070076205,0.0002869591,0.3854724716,0.6142405692,0.0002869592,0.3854725233,0.6142406516,0.0000000001,0.0000000517,0.0000000824,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.156262717875492,72.94770254039746,0.0315446581,-0.0000806218,0.9685359637,0.0315446623,-0.0000806218,0.9685360936,0.0000000042,0.0000000000,0.0000001299,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.183844068027224,72.95995472903624,0.4765843610,0.5232406925,0.0001749465,0.4765844249,0.5232407627,0.0001749465,0.0000000639,0.0000000702,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.176248845543416,72.97357384300997,0.0000950672,0.7269649329,0.2729399999,0.0000950672,0.7269650303,0.2729400365,0.0000000000,0.0000000974,0.0000000366,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.16250626768479,72.94470105385116,0.2525709076,0.0001734423,0.7472556502,0.2525709414,0.0001734423,0.7472557504,0.0000000338,0.0000000000,0.0000001002,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.183942530654395,72.9691298714936,0.2879816504,0.7120211908,-0.0000028412,0.2879816890,0.7120212863,-0.0000028412,0.0000000386,0.0000000955,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.18204301246527,72.93526976935942,0.9450047299,0.0001638457,0.0548314244,0.9450048567,0.0001638457,0.0548314317,0.0000001268,0.0000000000,0.0000000073,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.170781038201614,72.9669199168058,-0.0001310598,0.5367375846,0.4633934752,-0.0001310598,0.5367376565,0.4633935373,0.0000000000,0.0000000719,0.0000000621,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.183874755396214,72.9625468166154,0.4233747134,0.5766018063,0.0000234803,0.4233747701,0.5766018836,0.0000234803,0.0000000567,0.0000000773,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.184028464564634,72.97782470814991,0.1090648077,0.8908464304,0.0000887619,0.1090648223,0.8908465498,0.0000887620,0.0000000146,0.0000001194,0.0000000001,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),ON_BOUNDARY,19.17757840858914,72.93741467654483,0.7869832079,-0.0000460684,0.2130628604,0.7869833135,-0.0000460684,0.2130628890,0.0000001056,0.0000000000,0.0000000286,ON_BOUNDARY,ON_BOUNDARY
T2 (Scaled ×1.5),OUTSIDE,19.147580422711165,72.95167600615173,-0.2716408023,-0.0045361216,1.2761769239,-0.2716408387,-0.0045361222,1.2761770951,0.0000000364,0.0000000006,0.0000001712,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.164815765205056,72.98750403960673,-0.5803085838,0.8991352106,0.6811733732,-0.5803086616,0.8991353312,0.6811734645,0.0000000778,0.0000001206,0.0000000913,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.161681540641855,72.97154795020742,-0.3275419212,0.5415582009,0.7859837203,-0.3275419651,0.5415582735,0.7859838257,0.0000000439,0.0000000726,0.0000001054,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.1590652193173,72.9826344456125,-0.6248774174,0.7426379536,0.8822394638,-0.6248775012,0.7426380532,0.8822395821,0.0000000838,0.0000000996,0.0000001183,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.15080729019455,72.99270159992427,-1.0442101995,0.8671083585,1.1771018410,-1.0442103395,0.8671084748,1.1771019988,0.0000001400,0.0000001163,0.0000001578,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.165521811199103,72.9626820069201,-0.0453832485,0.3980250629,0.6473581856,-0.0453832546,0.3980251163,0.6473582724,0.0000000061,0.0000000534,0.0000000868,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.15619858761393,72.96802883355588,-0.3934452666,0.4153481647,0.9780971018,-0.3934453193,0.4153482204,0.9780972330,0.0000000527,0.0000000557,0.0000001312,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.168985079870293,72.96595394701785,-0.0256071257,0.4992192589,0.5263878668,-0.0256071292,0.4992193259,0.5263879374,0.0000000035,0.0000000670,0.0000000706,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.19407517160459,72.9722941213901,0.4793219383,0.8769105927,-0.3562325310,0.4793220026,0.8769107103,-0.3562325787,0.0000000643,0.0000001176,0.0000000477,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.155113888690142,72.96690645723791,-0.3976062909,0.3816562239,1.0159500670,-0.3976063442,0.3816562751,1.0159502033,0.0000000533,0.0000000512,0.0000001363,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.166771869079508,72.98325716723153,-0.4421922097,0.8315333429,0.6106588667,-0.4421922690,0.8315334544,0.6106589486,0.0000000593,0.0000001115,0.0000000819,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.159465895550458,72.92906362938987,0.5010830399,-0.3499534107,0.8488703708,0.5010831071,-0.3499534576,0.8488704846,0.0000000672,0.0000000469,0.0000001138,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.158673345452232,72.97902414241989,-0.5596298426,0.6648659513,0.8947638913,-0.5596299176,0.6648660404,0.8947640113,0.0000000750,0.0000000891,0.0000001200,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.152544324699882,72.9878008041094,-0.8980354276,0.7839566105,1.1140788170,-0.8980355480,0.7839567157,1.1140789664,0.0000001204,0.0000001052,0.0000001494,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.164571495198935,72.97094295280984,-0.2415710704,0.5577298137,0.6838412567,-0.2415711028,0.5577298885,0.6838413484,0.0000000324,0.0000000748,0.0000000917,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.159000326528137,72.93604078996371,0.3439409561,-0.2117369400,0.8677959839,0.3439410022,-0.2117369684,0.8677961003,0.0000000461,0.0000000284,0.0000001164,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.183869253431467,72.93887619726077,0.9162533977,0.0920293910,-0.0082827887,0.9162535206,0.0920294033,-0.0082827898,0.0000001229,0.0000000123,0.0000000011,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.169587712593152,72.97604201032648,-0.2204246052,0.7116681584,0.5087564468,-0.2204246347,0.7116682539,0.5087565150,0.0000000295,0.0000000955,0.0000000682,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.188178850987363,72.93040468502778,1.2021119619,-0.0387926861,-0.1633192758,1.2021121231,-0.0387926913,-0.1633192977,0.0000001612,0.0000000052,0.0000000219,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.188307031314174,72.95273196748876,0.7403272215,0.4194949063,-0.1598221278,0.7403273208,0.4194949625,-0.1598221492,0.0000000993,0.0000000562,0.0000000214,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.153318279173217,72.96885345704442,-0.4837456574,0.4037674294,1.0799782280,-0.4837457223,0.4037674835,1.0799783729,0.0000000649,0.0000000541,0.0000001449,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.169948317921108,72.97724937482614,-0.2364169336,0.7399450262,0.4964719074,-0.2364169653,0.7399451254,0.4964719740,0.0000000317,0.0000000992,0.0000000666,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.16860822618394,72.964550112155,-0.0059351682,0.4667602562,0.5391749120,-0.0059351690,0.4667603188,0.5391749843,0.0000000008,0.0000000626,0.0000000723,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.14749738117744,72.96497908926753,-0.5508294349,0.2669464885,1.2838829465,-0.5508295088,0.2669465243,1.2838831186,0.0000000739,0.0000000358,0.0000001721,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.158942657836416,72.92850286602058,0.4994788867,-0.3666018443,0.8671229577,0.4994789537,-0.3666018935,0.8671230740,0.0000000670,0.0000000492,0.0000001163,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.163912239007004,72.98807979190339,-0.6152391223,0.9019927149,0.7132464075,-0.6152392049,0.9019928358,0.7132465031,0.0000000826,0.0000001209,0.0000000956,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.192615396926573,72.97117022986784,0.4656700982,0.8394815432,-0.3051516414,0.4656701606,0.8394816558,-0.3051516823,0.0000000624,0.0000001126,0.0000000409,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.16042401994768,72.982428644378,-0.5860938758,0.7518515728,0.8342423031,-0.5860939544,0.7518516736,0.8342424149,0.0000000786,0.0000001008,0.0000001118,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.18603429161238,72.98317159370399,0.0486220386,1.0201121837,-0.0687342223,0.0486220451,1.0201123205,-0.0687342315,0.0000000065,0.0000001368,0.0000000092,OUTSIDE,OUTSIDE
T2 (Scaled ×1.5),OUTSIDE,19.157460257327195,72.95468752546147,-0.0835376131,0.1547290519,0.9288085612,-0.0835376243,0.1547290727,0.9288086857,0.0000000112,0.0000000208,0.0000001245,OUTSIDE,OUTSIDE
T3 (Scaled ×2.0),INSIDE,19.181216060868316,72.97374928513598,0.1752442814,0.6680608934,0.1566948251,0.1752443050,0.6680609830,0.1566948461,0.0000000236,0.0000000896,0.0000000210,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.183908120235845,72.9574267577833,0.4814811922,0.4374294092,0.0810893986,0.4814812568,0.4374294679,0.0810894094,0.0000000646,0.0000000587,0.0000000108,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.159327337043525,72.95554295086433,0.0428682258,0.2263488608,0.7307829135,0.0428682315,0.2263488911,0.7307830115,0.0000000057,0.0000000303,0.0000000980,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.184481686343613,72.93520456045091,0.8395400764,0.1005273947,0.0599325289,0.8395401890,0.1005274082,0.0599325369,0.0000001126,0.0000000135,0.0000000080,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.163441875612293,72.95084621577962,0.1945814535,0.1847367119,0.6206818346,0.1945814796,0.1847367366,0.6206819178,0.0000000261,0.0000000247,0.0000000832,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.17719508532789,72.9344211275259,0.7130347836,0.0345014830,0.2524637334,0.7130348792,0.0345014876,0.2524637673,0.0000000956,0.0000000046,0.0000000339,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.17830789991989,72.96206964657755,0.3023203864,0.4672049892,0.2304746245,0.3023204269,0.4672050518,0.2304746554,0.0000000405,0.0000000626,0.0000000309,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.18326518412482,72.93332501300397,0.8457375855,0.0626576844,0.0916047301,0.8457376989,0.0626576928,0.0916047424,0.0000001134,0.0000000084,0.0000000123,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.161369272753795,72.96077259024759,0.0000552178,0.3217658166,0.6781789656,0.0000552178,0.3217658598,0.6781790565,0.0000000000,0.0000000432,0.0000000909,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),INSIDE,19.180026529999605,72.95062223926304,0.5138670380,0.3042019861,0.1819309758,0.5138671069,0.3042020269,0.1819310002,0.0000000689,0.0000000408,0.0000000244,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.18487454128285,72.97546363057536,0.2181248986,0.7214911859,0.0603839155,0.2181249279,0.7214912827,0.0603839236,0.0000000293,0.0000000968,0.0000000081,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.180268997270865,72.95936591448965,0.3818970249,0.4402307000,0.1778722751,0.3818970761,0.4402307590,0.1778722990,0.0000000512,0.0000000590,0.0000000239,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.174106442920074,72.9717937842327,0.0704180291,0.5853530999,0.3442288710,0.0704180386,0.5853531784,0.3442289171,0.0000000095,0.0000000785,0.0000000461,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.16802385897448,72.94210997720923,0.4182971949,0.0845746736,0.4971281316,0.4182972510,0.0845746849,0.4971281983,0.0000000561,0.0000000113,0.0000000667,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.183372615569514,72.9723445169085,0.2382512139,0.6624766171,0.0992721690,0.2382512459,0.6624767059,0.0992721823,0.0000000320,0.0000000888,0.0000000133,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.179819989702594,72.94751257192962,0.5585110985,0.2549321363,0.1865567652,0.5585111734,0.2549321705,0.1865567902,0.0000000749,0.0000000342,0.0000000250,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.159779755841544,72.95352553361033,0.0829971920,0.1987304461,0.7182723619,0.0829972031,0.1987304728,0.7182724582,0.0000000111,0.0000000267,0.0000000963,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.184902112149285,72.97814814328487,0.1767145293,0.7629078255,0.0603776453,0.1767145530,0.7629079278,0.0603776534,0.0000000237,0.0000001023,0.0000000081,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.182430902667168,72.9793481918058,0.1109142556,0.7630174601,0.1260682843,0.1109142705,0.7630175624,0.1260683012,0.0000000149,0.0000001023,0.0000000169,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.168029197727353,72.95057168345727,0.2862167379,0.2145173471,0.4992659150,0.2862167763,0.2145173759,0.4992659819,0.0000000384,0.0000000288,0.0000000669,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.176215331872115,72.97380393622738,0.0791721681,0.6318410373,0.2889867946,0.0791721787,0.6318411220,0.2889868333,0.0000000106,0.0000000847,0.0000000387,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.18000221381452,72.9742747872252,0.1439225573,0.6671328947,0.1889445480,0.1439225766,0.6671329842,0.1889445733,0.0000000193,0.0000000895,0.0000000253,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.182596104191507,72.96983257540911,0.2627053079,0.6181591042,0.1191355879,0.2627053431,0.6181591871,0.1191356039,0.0000000352,0.0000000829,0.0000000160,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.179686218400146,72.96423578414318,0.2947271199,0.5106735671,0.1945993130,0.2947271594,0.5106736356,0.1945993391,0.0000000395,0.0000000685,0.0000000261,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.180912555160244,72.96330546130977,0.3326104502,0.5054793632,0.1619101866,0.3326104948,0.5054794310,0.1619102083,0.0000000446,0.0000000678,0.0000000217,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.180175467365707,72.95663435258848,0.4227864400,0.3976029648,0.1796105952,0.4227864967,0.3976030181,0.1796106193,0.0000000567,0.0000000533,0.0000000241,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.185363488467747,72.94872714274265,0.6450912534,0.3146592350,0.0402495116,0.6450913399,0.3146592772,0.0402495170,0.0000000865,0.0000000422,0.0000000054,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.17636050784452,72.97671747201572,0.0364234880,0.6776451470,0.2859313650,0.0364234929,0.6776452379,0.2859314034,0.0000000049,0.0000000909,0.0000000384,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.184992314357203,72.95842355752167,0.4865540070,0.4607667872,0.0526792058,0.4865540723,0.4607668490,0.0526792129,0.0000000653,0.0000000618,0.0000000071,INSIDE,INSIDE
T3 (Scaled ×2.0),INSIDE,19.18318122167646,72.96292638313935,0.3817295706,0.5164721848,0.1017982447,0.3817296217,0.5164722540,0.1017982583,0.0000000511,0.0000000692,0.0000000136,INSIDE,INSIDE
T3 (Scaled ×2.0),ON_BOUNDARY,19.169801673206432,72.97106036743203,-0.0000918148,0.5421924577,0.4578993571,-0.0000918148,0.5421925304,0.4578994185,0.0000000000,0.0000000727,0.0000000614,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.150349931364413,72.94734886010598,-0.0000680540,0.0340253803,0.9660426738,-0.0000680541,0.0340253849,0.9660428033,0.0000000001,0.0000000046,0.0000001295,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187161167770554,72.97575212585875,0.2571576862,0.7428656117,-0.0000232979,0.2571577207,0.7428657113,-0.0000232979,0.0000000345,0.0000000996,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187308119415835,72.98963372576449,0.0431083559,0.9570632985,-0.0001716544,0.0431083617,0.9570634268,-0.0001716544,0.0000000058,0.0000001283,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187114807671,72.97042612846032,0.3394734853,0.6607579716,-0.0002314569,0.3394735309,0.6607580602,-0.0002314570,0.0000000456,0.0000000886,0.0000000001,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187132038928574,72.97300709707409,0.2994837248,0.7005083908,0.0000078844,0.2994837650,0.7005084848,0.0000078844,0.0000000402,0.0000000940,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.183615100201475,72.98790341197187,-0.0001804662,0.9031319054,0.0970485608,-0.0001804662,0.9031320265,0.0970485738,0.0000000000,0.0000001211,0.0000000130,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.16675137932148,72.93720493722653,0.4706907049,-0.0001568704,0.5294661654,0.4706907681,-0.0001568704,0.5294662365,0.0000000632,0.0000000000,0.0000000711,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.17841988769863,72.98155093291966,0.0001314205,0.7671092910,0.2327592885,0.0001314205,0.7671093938,0.2327593197,0.0000000000,0.0000001028,0.0000000312,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.186954735066045,72.9563333192026,0.5565723269,0.4432205885,0.0002070846,0.5565724016,0.4432206479,0.0002070846,0.0000000747,0.0000000594,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.1867557168196,72.93590258934282,0.8719356130,0.1280955867,-0.0000311997,0.8719357299,0.1280956039,-0.0000311997,0.0000001169,0.0000000172,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.183264613065834,72.92923924155649,0.9095514161,-0.0000708257,0.0905194096,0.9095515381,-0.0000708257,0.0905194217,0.0000001220,0.0000000000,0.0000000121,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.1867114108715,72.93135421024664,0.9421431843,0.0579410731,-0.0000842574,0.9421433106,0.0579410809,-0.0000842574,0.0000001263,0.0000000078,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.15376634693925,72.94347978445367,0.1254232375,-0.0000542125,0.8746309750,0.1254232543,-0.0000542125,0.8746310923,0.0000000168,0.0000000000,0.0000001173,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.1623153963134,72.96192812457824,0.0000194176,0.3465168710,0.6534637114,0.0000194176,0.3465169175,0.6534637990,0.0000000000,0.0000000465,0.0000000876,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.1692529692854,72.9703724717241,0.0002061320,0.5275656897,0.4722281784,0.0002061320,0.5275657604,0.4722282417,0.0000000000,0.0000000707,0.0000000633,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.179696868362875,72.93097353508647,0.8145265665,0.0001143921,0.1853590414,0.8145266758,0.0001143921,0.1853590662,0.0000001093,0.0000000000,0.0000000248,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.186692164633474,72.92889958713788,0.9801209078,0.0201153627,-0.0002362704,0.9801210392,0.0201153654,-0.0002362705,0.0000001314,0.0000000027,0.0000000001,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187077118851178,72.99211045958354,0.0000203111,0.9933739484,0.0066057404,0.0000203111,0.9933740817,0.0066057413,0.0000000000,0.0000001333,0.0000000009,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.155724180294566,72.95389422655934,0.0000159395,0.1743359627,0.8256480978,0.0000159395,0.1743359861,0.8256482086,0.0000000000,0.0000000234,0.0000001108,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.185188263457718,72.92831411844173,0.9606310019,-0.0000176289,0.0393866270,0.9606311307,-0.0000176289,0.0393866323,0.0000001288,0.0000000000,0.0000000053,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.179567852580007,72.93103831611778,0.8110580313,0.0001528068,0.1887891619,0.8110581400,0.0001528068,0.1887891873,0.0000001087,0.0000000000,0.0000000254,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.187126721780405,72.97208355857062,0.3138092727,0.6862909336,-0.0001002064,0.3138093148,0.6862910257,-0.0001002064,0.0000000421,0.0000000921,0.0000000000,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.157600781001054,72.95619504768172,-0.0001935038,0.2235648018,0.7766287020,-0.0001935038,0.2235648318,0.7766288061,0.0000000000,0.0000000300,0.0000001041,ON_BOUNDARY,ON_BOUNDARY
T3 (Scaled ×2.0),ON_BOUNDARY,19.18709476974208,72.97000027749526,0.3457442535,0.6540718632,0.0001838832,0.3457442999,0.6540719510,0.0001838833,0.0000000464,0.0000000878,0.0000000001,ON_BOUNDARY,ON_BOUNDARY
